title,directors,cast,image_urls,trailer_url,where_to_watch_urls
Deadpool,Tim Miller,"Ryan Reynolds, Karan Soni, Ed Skrein, Michael Benyaer, Stefan Kapicic, Brianna Hildebrand, Style Dayne, Kyle Cassie, Taylor Hickson, Ayzee, Naika Toussaint, Randal Reeder, T.J. Miller, Isaac C. Singleton Jr., Morena Baccarin",https://m.media-amazon.com/images/M/MV5BNzY3ZWU5NGQtOTViNC00ZWVmLTliNjAtNzViNzlkZWQ4YzQ4XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTU0Nzk0NzAzN15BMl5BanBnXkFtZTgwNTk1Njg5NzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTU0Nzk0NzAzN15BMl5BanBnXkFtZTgwNTk1Njg5NzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTY2MTY4NDMzNl5BMl5BanBnXkFtZTgwNjcwNjU5NzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTY2MTY4NDMzNl5BMl5BanBnXkFtZTgwNjcwNjU5NzE@._V1_.jpg,https://www.youtube.com/watch?v=Xithigfg7dA,https://www.disneyplus.com/movies/deadpool/3Kh13Lrb0Pnv
Raiders of the Lost Ark,Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman, Ronald Lacey, John Rhys-Davies, Denholm Elliott, Alfred Molina, Wolf Kahler, Anthony Higgins, Vic Tablian, Don Fellows, William Hootkins, Bill Reimbold, Fred Sorenson, Patrick Durkin",https://m.media-amazon.com/images/M/MV5BOGNhMjg2ZjgtYzk4Ni00MTViLTg1MmUtYzM2MDZiYjZlMmU3XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BOGFhNTAyYjMtNGJlNi00NWFmLTllNTgtYzdhZjE5NmU4MTQ4XkEyXkFqcGdeQXJoYW5uYWg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BOGFhNTAyYjMtNGJlNi00NWFmLTllNTgtYzdhZjE5NmU4MTQ4XkEyXkFqcGdeQXJoYW5uYWg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYTIxZGVjODktYzdiMi00ODA0LWExMDMtZTgyMmEzNTJhOWRiXkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYTIxZGVjODktYzdiMi00ODA0LWExMDMtZTgyMmEzNTJhOWRiXkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg,https://www.youtube.com/watch?v=0xQSIdSRlAk,"https://www.primevideo.com/detail/Raiders-of-the-Lost-Ark/0QX0P31FU2V78JZ29KLXA0INWV, https://www.disneyplus.com/movies/indiana-jones-and-the-raiders-of-the-lost-ark/1iKh3IKEFc2N"
Mad Max: Fury Road,George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Josh Helman, Nathan Jones, Zoë Kravitz, Rosie Huntington-Whiteley, Riley Keough, Abbey Lee, Courtney Eaton, John Howard, Richard Carter, Iota, Angus Sampson",https://m.media-amazon.com/images/M/MV5BZDRkODJhOTgtOTc1OC00NTgzLTk4NjItNDgxZDY4YjlmNDY2XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTU4MzkxNTU0OF5BMl5BanBnXkFtZTgwNzQzMTc1NTE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTU4MzkxNTU0OF5BMl5BanBnXkFtZTgwNzQzMTc1NTE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTkwNzU0ODA0Nl5BMl5BanBnXkFtZTgwOTY4MjM1NTE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTkwNzU0ODA0Nl5BMl5BanBnXkFtZTgwOTY4MjM1NTE@._V1_.jpg,https://www.youtube.com/watch?v=hEJnMQG9ev8,"https://www.primevideo.com/detail/Mad-Max-Fury-Road/0G9GAOJ4273C0PK4FCPXS4KEJF, https://www.netflix.com/in/title/80025919"
Star Wars: Episode VII - The Force Awakens,J.J. Abrams,"Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac, Lupita Nyong'o, Andy Serkis, Domhnall Gleeson, Anthony Daniels, Max von Sydow, Peter Mayhew, Gwendoline Christie, Joonas Suotamo",https://m.media-amazon.com/images/M/MV5BOTAzODEzNDAzMl5BMl5BanBnXkFtZTgwMDU1MTgzNzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTkyNTcyNjM3MV5BMl5BanBnXkFtZTgwMzcwOTg5OTE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTkyNTcyNjM3MV5BMl5BanBnXkFtZTgwMzcwOTg5OTE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTU1NzM2MjUwMV5BMl5BanBnXkFtZTgwMjcxMTM0ODE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTU1NzM2MjUwMV5BMl5BanBnXkFtZTgwMjcxMTM0ODE@._V1_.jpg,https://www.youtube.com/watch?v=sGbxmsDFVnE,https://www.disneyplus.com/movies/star-wars-the-force-awakens-episode-vii/1LEKJPDPeMr7
Jurassic Park,Steven Spielberg,"Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough, Bob Peck, Martin Ferrero, BD Wong, Joseph Mazzello, Ariana Richards, Samuel L. Jackson, Wayne Knight, Gerald R. Molen, Miguel Sandoval, Cameron Thor, Christopher John Fields",https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjE2NzI2MTg2Ml5BMl5BanBnXkFtZTgwMzc2MzIyMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjE2NzI2MTg2Ml5BMl5BanBnXkFtZTgwMzc2MzIyMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYjBlMjBhZmEtZGFmMC00YzhkLTlhNWUtMjIwMTc2YzE1ZmQyXkEyXkFqcGdeQXRyZXdlcw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYjBlMjBhZmEtZGFmMC00YzhkLTlhNWUtMjIwMTc2YzE1ZmQyXkEyXkFqcGdeQXRyZXdlcw@@._V1_.jpg,https://www.youtube.com/watch?v=_jKEqDKpJLw,"https://www.primevideo.com/detail/Jurassic-Park/0JCWGHZ0Q8MZVYTZCAK272PAZI, https://www.netflix.com/ca/title/60002360"
The Hunger Games,Gary Ross,"Stanley Tucci, Wes Bentley, Jennifer Lawrence, Willow Shields, Liam Hemsworth, Elizabeth Banks, Sandra Ellis Lafferty, Paula Malcomson, Rhoda Griffis, Sandino Moya-Smith, Josh Hutcherson, Raiko Bowman, Dwayne Boyd, Anthony Reynolds, Judd Lormand",https://m.media-amazon.com/images/M/MV5BMWI1OGM4YjQtNmIxNi00YmE2LWJkNTAtY2Q0YjU4NTI5NWQyXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTM0NjQ4OTgyNV5BMl5BanBnXkFtZTcwOTU2MzQ4Nw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTM0NjQ4OTgyNV5BMl5BanBnXkFtZTcwOTU2MzQ4Nw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTkxMDA4NTE0OV5BMl5BanBnXkFtZTgwNTEyMDkyMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTkxMDA4NTE0OV5BMl5BanBnXkFtZTgwNTEyMDkyMzE@._V1_.jpg,https://www.youtube.com/watch?v=mfmrPu43DF8,https://www.amazon.com/Hunger-Games-Jennifer-Lawrence/dp/B008602KQI
Avengers: Infinity War,"Anthony Russo, Joe Russo","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Don Cheadle, Benedict Cumberbatch, Tom Holland, Chadwick Boseman, Zoe Saldaña, Karen Gillan, Tom Hiddleston, Paul Bettany, Elizabeth Olsen, Anthony Mackie",https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYjJiZTcxYzEtODFlZi00M2UzLTg5NTgtYWMxMGNkMWJiNmRjXkEyXkFqcGdeQXBrZWVzZXk@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYjJiZTcxYzEtODFlZi00M2UzLTg5NTgtYWMxMGNkMWJiNmRjXkEyXkFqcGdeQXBrZWVzZXk@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYWNkMzE0NzItNDUzMy00MmFkLTk1MDQtZWFlZmE0MDU5ZGFjXkEyXkFqcGdeQXRodW1ibmFpbC1pbml0aWFsaXplcg@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYWNkMzE0NzItNDUzMy00MmFkLTk1MDQtZWFlZmE0MDU5ZGFjXkEyXkFqcGdeQXRodW1ibmFpbC1pbml0aWFsaXplcg@@._V1_.jpg,https://www.youtube.com/watch?v=6ZfuNTqbHE8,https://www.disneyplus.com/movies/marvel-studios-avengers-infinity-war/1WEuZ7H6y39v
The Terminator,James Cameron,"Arnold Schwarzenegger, Michael Biehn, Linda Hamilton, Paul Winfield, Lance Henriksen, Rick Rossovich, Bess Motta, Earl Boen, Dick Miller, Shawn Schepps, Bruce M. Kerner, Franco Columbu, Bill Paxton, Brad Rearden, Brian Thompson",https://m.media-amazon.com/images/M/MV5BZmE0YzIxM2QtMGNlMi00MjRmLWE3MWMtOWQzMGVjMmU0YTFmXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZDRhZGYxODQtNTExOS00YjlmLTg3MzAtZWU4M2M1Mzg4OTIyXkEyXkFqcGdeQWFsZWxvZw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMzJkYTM3MmItM2I0My00MmMxLWE1MTMtNWY1ZjE2MjE0NGY0XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZDRhZGYxODQtNTExOS00YjlmLTg3MzAtZWU4M2M1Mzg4OTIyXkEyXkFqcGdeQWFsZWxvZw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZDRhZGYxODQtNTExOS00YjlmLTg3MzAtZWU4M2M1Mzg4OTIyXkEyXkFqcGdeQWFsZWxvZw@@._V1_.jpg,https://www.youtube.com/watch?v=k64P4l2Wmeg,"https://www.primevideo.com/detail/The-Terminator/0L8IKW4SVSHPR66WSIZOEEAFYX, https://www.amazon.com/Terminator-Arnold-Schwarzenegger/dp/B00153ZC8Q"
Die Hard,John McTiernan,"Bruce Willis, Bonnie Bedelia, Reginald VelJohnson, Paul Gleason, De'voreaux White, William Atherton, Hart Bochner, James Shigeta, Alan Rickman, Alexander Godunov, Bruno Doyon, Andreas Wisniewski, Clarence Gilyard Jr., Joseph Plewa, Lorenzo Caccialanza",https://m.media-amazon.com/images/M/MV5BMGNlYmM1NmQtYWExMS00NmRjLTg5ZmEtMmYyYzJkMzljYWMxXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZDViZDAzMjAtY2E1YS00OThkLWE2YTMtYzBmYWRjMWY0MDhkXkEyXkFqcGdeQXRzdGFzaWVr._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZDViZDAzMjAtY2E1YS00OThkLWE2YTMtYzBmYWRjMWY0MDhkXkEyXkFqcGdeQXRzdGFzaWVr._V1_.jpg; https://m.media-amazon.com/images/M/MV5BN2RlMTU0N2EtOWNhZS00NDJkLTlhNjUtMjhmZDcyMjQyODZhXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BN2RlMTU0N2EtOWNhZS00NDJkLTlhNjUtMjhmZDcyMjQyODZhXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=jaJuwKCmJbY,https://www.disneyplus.com/en-gb/movies/die-hard/1NWCEanaAK2b
Avengers: Endgame,"Anthony Russo, Joe Russo","Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner, Don Cheadle, Paul Rudd, Benedict Cumberbatch, Chadwick Boseman, Brie Larson, Tom Holland, Karen Gillan, Zoe Saldaña, Evangeline Lilly",https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BOThlNjdhZmQtNzlkOS00M2VjLWI0ZjUtZDExZDI1MjRhZGFkXkEyXkFqcGdeQW1yb3NzZXI@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BOThlNjdhZmQtNzlkOS00M2VjLWI0ZjUtZDExZDI1MjRhZGFkXkEyXkFqcGdeQW1yb3NzZXI@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMWY0ZWUxZGMtYjhlYS00OTdlLTgwZjctNTU0N2E5ZTYyYjk4XkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMWY0ZWUxZGMtYjhlYS00OTdlLTgwZjctNTU0N2E5ZTYyYjk4XkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg,https://www.youtube.com/watch?v=TcMBFSGVi1c,https://www.disneyplus.com/movies/marvel-studios-avengers-endgame/aRbVJUb2h2Rf
Iron Man 3,Shane Black,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce, Rebecca Hall, Jon Favreau, Ben Kingsley, James Badge Dale, Stephanie Szostak, Paul Bettany, William Sadler, Dale Dickey, Ty Simpkins, Miguel Ferrer, Xueqi Wang",https://m.media-amazon.com/images/M/MV5BMjIzMzAzMjQyM15BMl5BanBnXkFtZTcwNzM2NjcyOQ@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNjUzOTU4MzMwN15BMl5BanBnXkFtZTgwMTYwMDUyMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNjUzOTU4MzMwN15BMl5BanBnXkFtZTgwMTYwMDUyMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjI1Nzg2MDQxNF5BMl5BanBnXkFtZTcwOTg3MjAyOQ@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjI1Nzg2MDQxNF5BMl5BanBnXkFtZTcwOTg3MjAyOQ@@._V1_.jpg,https://www.youtube.com/watch?v=Ke1Y3P9D0Bc,https://www.disneyplus.com/movies/iron-man-3/3s4Ihq7P2c6e
Thor,Kenneth Branagh,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins, Stellan Skarsgård, Kat Dennings, Clark Gregg, Colm Feore, Idris Elba, Ray Stevenson, Tadanobu Asano, Josh Dallas, Jaimie Alexander, Rene Russo, Adriana Barraza",https://m.media-amazon.com/images/M/MV5BNjRhNGZjZjEtYTQzYS00OWUxLThjNGEtMTIwMTE2ZDFlZTZkXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BOTMwNDg4NDc2Nl5BMl5BanBnXkFtZTgwOTQ3MjIzMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BOTMwNDg4NDc2Nl5BMl5BanBnXkFtZTgwOTQ3MjIzMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNTE4NDYwNTgwMl5BMl5BanBnXkFtZTgwNjg1MzUyMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNTE4NDYwNTgwMl5BMl5BanBnXkFtZTgwNjg1MzUyMzE@._V1_.jpg,https://www.youtube.com/watch?v=JOddp-nlNvQ,https://www.disneyplus.com/movies/thor/1p4vdKzTuhzr
300,Zack Snyder,"Gerard Butler, Lena Headey, Dominic West, David Wenham, Vincent Regan, Michael Fassbender, Tom Wisdom, Andrew Pleavin, Andrew Tiernan, Rodrigo Santoro, Giovani Cimmino, Stephen McHattie, Greg Kramer, Alex Ivanovici, Kelly Craig",https://m.media-amazon.com/images/M/MV5BMjc4OTc0ODgwNV5BMl5BanBnXkFtZTcwNjM1ODE0MQ@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYmQxYmYwZGUtZGZhNS00Y2U5LTk2Y2EtM2VmZDRhOTcwODdmXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYmQxYmYwZGUtZGZhNS00Y2U5LTk2Y2EtM2VmZDRhOTcwODdmXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNWI2OTFhZjMtZjg2YS00NzkyLWE0MGItMTYwMmI4MmU1NTAxXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNWI2OTFhZjMtZjg2YS00NzkyLWE0MGItMTYwMmI4MmU1NTAxXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=UrIbxk7idYA,"https://www.amazon.com/300-Gerard-Butler/dp/B000TYWAUA, https://www.netflix.com/lu-en/title/70056440"
Captain America: The First Avenger,Joe Johnston,"Chris Evans, Hayley Atwell, Sebastian Stan, Tommy Lee Jones, Hugo Weaving, Dominic Cooper, Richard Armitage, Stanley Tucci, Samuel L. Jackson, Toby Jones, Neal McDonough, Derek Luke, Kenneth Choi, JJ Feild, Bruno Ricci",https://m.media-amazon.com/images/M/MV5BNzUyM2YyY2MtNzNlMS00MWU5LTgxNjAtNzZlNmI2NjU2NDZlXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNTM2ZjRhMGMtZjM1OC00OTM5LTkxMjQtOTBmYjE4NTI4YTVhXkEyXkFqcGdeQW1yb3NzZXI@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNTM2ZjRhMGMtZjM1OC00OTM5LTkxMjQtOTBmYjE4NTI4YTVhXkEyXkFqcGdeQW1yb3NzZXI@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTYwNjAxNjgwOF5BMl5BanBnXkFtZTgwMTUzODkxMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTYwNjAxNjgwOF5BMl5BanBnXkFtZTgwMTUzODkxMzE@._V1_.jpg,https://www.youtube.com/watch?v=JerVrbLldXw,https://www.disneyplus.com/movies/captain-america-the-first-avenger/6xvB6xZ4r95O
Avengers: Age of Ultron,Joss Whedon,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Jeremy Renner, James Spader, Samuel L. Jackson, Don Cheadle, Aaron Taylor-Johnson, Elizabeth Olsen, Paul Bettany, Cobie Smulders, Anthony Mackie, Hayley Atwell",https://m.media-amazon.com/images/M/MV5BODBhYTg1NGQtNGVmNS00ZTdiLThjYTYtZDFkNzRiNTZmNDZjXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNGMwZDhhZTMtNDMwNi00YzBlLTgzMDUtYWQ2YmM2ODhlMGJmXkEyXkFqcGdeQWpvaG5oYXJ0._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNGMwZDhhZTMtNDMwNi00YzBlLTgzMDUtYWQ2YmM2ODhlMGJmXkEyXkFqcGdeQWpvaG5oYXJ0._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTQ3OTU4NzM0N15BMl5BanBnXkFtZTgwMjU5NTg2NDE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTQ3OTU4NzM0N15BMl5BanBnXkFtZTgwMjU5NTg2NDE@._V1_.jpg,https://www.youtube.com/watch?v=tmeOjFno6Do,https://www.disneyplus.com/movies/marvel-studios-avengers-age-of-ultron/76IUxY0rNHzt
Captain America: The Winter Soldier,"Anthony Russo, Joe Russo","Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford, Sebastian Stan, Anthony Mackie, Cobie Smulders, Frank Grillo, Maximiliano Hernández, Emily VanCamp, Hayley Atwell, Toby Jones, Stan Lee, Callan Mulvey, Jenny Agutter",https://m.media-amazon.com/images/M/MV5BNWY1NjFmNDItZDhmOC00NjI1LWE0ZDItMTM0MjBjZThiOTQ2XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDQ2OTA4NzIzOV5BMl5BanBnXkFtZTgwMTI5NTAxMTE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDQ2OTA4NzIzOV5BMl5BanBnXkFtZTgwMTI5NTAxMTE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTY0NjEyNDU4M15BMl5BanBnXkFtZTgwMDI2NTk0MDE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTY0NjEyNDU4M15BMl5BanBnXkFtZTgwMDI2NTk0MDE@._V1_.jpg,https://www.youtube.com/watch?v=7SlILk2WMTI,https://www.disneyplus.com/movies/captain-america-the-winter-soldier/TVme5whcowSy
Star Wars: Episode I - The Phantom Menace,George Lucas,"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd, Ian McDiarmid, Pernilla August, Oliver Ford Davies, Hugh Quarshie, Ahmed Best, Anthony Daniels, Kenny Baker, Frank Oz, Terence Stamp, Brian Blessed, Andy Secombe",https://m.media-amazon.com/images/M/MV5BODVhNGIxOGItYWNlMi00YTA0LWI3NTctZmQxZGUwZDEyZWI4XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTUwMzIxNzI5MV5BMl5BanBnXkFtZTgwNzM1NjIyMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTUwMzIxNzI5MV5BMl5BanBnXkFtZTgwNzM1NjIyMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BODljZmI5ODktZmM0Ny00ZmM4LTkyMjYtOTY1OWRlMzgyYmE1XkEyXkFqcGdeQTNwaW5nZXN0._V1_.jpg; https://m.media-amazon.com/images/M/MV5BODljZmI5ODktZmM0Ny00ZmM4LTkyMjYtOTY1OWRlMzgyYmE1XkEyXkFqcGdeQTNwaW5nZXN0._V1_.jpg,https://www.youtube.com/watch?v=uMoSnrd7i5c,https://www.disneyplus.com/movies/star-wars-the-phantom-menace-episode-i/2ezYynkgW1AH
Iron Man 2,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell, Mickey Rourke, Samuel L. Jackson, Clark Gregg, John Slattery, Garry Shandling, Paul Bettany, Kate Mara, Leslie Bibb, Jon Favreau, Christiane Amanpour",https://m.media-amazon.com/images/M/MV5BYWYyOGQzOGYtMGQ1My00ZWYxLTgzZjktZWYzN2IwYjkxYzM0XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTg3MTYwNDczMF5BMl5BanBnXkFtZTgwMTI5NjYzMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTg3MTYwNDczMF5BMl5BanBnXkFtZTgwMTI5NjYzMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNzQ1NDEwMjc0Ml5BMl5BanBnXkFtZTgwNDU0MDQzMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNzQ1NDEwMjc0Ml5BMl5BanBnXkFtZTgwNDU0MDQzMzE@._V1_.jpg,https://www.youtube.com/watch?v=BoohRoVA9WQ,Not found
Star Wars: Episode III - Revenge of the Sith,George Lucas,"Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid, Samuel L. Jackson, Jimmy Smits, Frank Oz, Anthony Daniels, Christopher Lee, Keisha Castle-Hughes, Silas Carson, Jay Laga'aia, Bruce Spence, Wayne Pygram, Temuera Morrison",https://m.media-amazon.com/images/M/MV5BNTc4MTc3NTQ5OF5BMl5BanBnXkFtZTcwOTg0NjI4NA@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BY2Y0YWE4NjUtY2Y2ZC00MmJmLWExZjEtNDA5MTVjMjJlMTNiXkEyXkFqcGdeQTNwaW5nZXN0._V1_.jpg; https://m.media-amazon.com/images/M/MV5BY2Y0YWE4NjUtY2Y2ZC00MmJmLWExZjEtNDA5MTVjMjJlMTNiXkEyXkFqcGdeQTNwaW5nZXN0._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZTdkZGRlNTYtYTM3OS00ZDMwLTkzYTgtM2I0ZTIzZTRiNTlhXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZTdkZGRlNTYtYTM3OS00ZDMwLTkzYTgtM2I0ZTIzZTRiNTlhXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=5UnjrG_N8hU,https://www.disneyplus.com/movies/star-wars-revenge-of-the-sith-episode-iii/4WvbqLFumNvi
The Revenant,Alejandro G. Iñárritu,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter, Forrest Goodluck, Paul Anderson, Kristoffer Joner, Joshua Burge, Duane Howard, Melaw Nakehk'o, Fabrice Adde, Arthur RedCloud, Christopher Rosamond, Robert Moloney, Lukas Haas",https://m.media-amazon.com/images/M/MV5BYTgwNmQzZDctMjNmOS00OTExLTkwM2UtNzJmOTJhODFjOTdlXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTc5MDgwMDYxMV5BMl5BanBnXkFtZTgwNDQ3MDczNzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTc5MDgwMDYxMV5BMl5BanBnXkFtZTgwNDQ3MDczNzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTUyMjE1NzkzNV5BMl5BanBnXkFtZTgwNzcwMjI5NjE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTUyMjE1NzkzNV5BMl5BanBnXkFtZTgwNzcwMjI5NjE@._V1_.jpg,https://www.youtube.com/watch?v=LoebZZ8K5N0,https://www.netflix.com/nz/title/80064516
Man of Steel,Zack Snyder,"Henry Cavill, Amy Adams, Michael Shannon, Diane Lane, Russell Crowe, Antje Traue, Harry Lennix, Richard Schiff, Christopher Meloni, Kevin Costner, Ayelet Zurer, Laurence Fishburne, Dylan Sprayberry, Cooper Timberline, Richard Cetrone",https://m.media-amazon.com/images/M/MV5BMTk5ODk1NDkxMF5BMl5BanBnXkFtZTcwNTA5OTY0OQ@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMzM0MDUwMDU1MV5BMl5BanBnXkFtZTcwOTUyMjU1OQ@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMzM0MDUwMDU1MV5BMl5BanBnXkFtZTcwOTUyMjU1OQ@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTEyMDEwNjcyNzZeQTJeQWpwZ15BbWU4MDE3OTk4MjMx._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTEyMDEwNjcyNzZeQTJeQWpwZ15BbWU4MDE3OTk4MjMx._V1_.jpg,https://www.youtube.com/watch?v=T6DJcgm3wNY,"https://www.primevideo.com/detail/Man-of-Steel/0N4M7N4OG5IIAK9UCAM903TB5Y, https://www.amazon.com/Man-Steel-Henry-Cavill/dp/B00G91WB3S"
